Institution Reference Number,Institution Name,Address Line 1,Address Line 2,Address Line 3,Town,County,Postcode,Telephone,Management,Type,Status,Date Closed,Email,
301-0883,Linn Primary School ,70-74 KILLYGLEN ROAD,,,LARNE,ANTRIM,BT40 2HT,028 2827 3159,Controlled,Primary,Open,,info@linnps.larne.ni.sch.uk,
301-0891,Fourtowns Primary School ,59 CULLYBACKEY ROAD,AHOGHILL,,BALLYMENA,ANTRIM,BT42 1LA,028 2587 1370,Controlled,Primary,Open,,info@fourtownsps.ahoghill.ni.sch.uk,
301-0892,Ballytober Primary School ,60 PRIESTLAND ROAD,,,BUSHMILLS,ANTRIM,BT57 8UR,028 2073 1404,Controlled,Primary,Open,,info@ballytoberps.bushmills.ni.sch.uk,
301-0893,Knockahollet Primary School ,79 KNOCKAHOLLET ROAD,DUNLOY,,BALLYMENA,ANTRIM,BT44 9BA,028 2764 1360,Controlled,Primary,Open,,info@knockaholletps.ballymena.ni.sch.uk,
301-0895,Rathcoole Primary School ,DERRYCOOLE WAY,,,NEWTOWNABBEY,ANTRIM,BT37 9EL,028 9085 2632,Controlled,Primary,Open,,info@rathcooleps.newtownabbey.ni.sch.uk,
301-2049,Carnalridge Primary School ,135 ATLANTIC ROAD,,,PORTRUSH,ANTRIM,BT56 8PB,028 7082 2686,Controlled,Primary,Open,,info@carnalridgeps.portrush.ni.sch.uk,
301-2065,Culcrow Primary School ,129 CURRAGH ROAD,AGHADOWEY,,COLERAINE,LONDONDERRY,BT51 4BT,028 7086 8504,Controlled,Primary,Open,,info@culcrowps.coleraine.ni.sch.uk,
301-2225,Damhead Primary School ,34 DAMHEAD ROAD,,,COLERAINE,LONDONDERRY,BT52 1UF,028 7035 3641,Controlled,Primary,Open,,info@damheadps.coleraine.ni.sch.uk,
301-2229,Hezlett Primary School ,1 BALLYWOOLEN ROAD,CASTLEROCK,,COLERAINE,LONDONDERRY,BT51 4TZ,028 7084 8395,Controlled,Primary,Open,,info@hezlettps.coleraine.ni.sch.uk,
301-2233,Tobermore Primary School ,6 MAGHERA ROAD,TOBERMORE,,MAGHERAFELT,LONDONDERRY,BT45 5QB,028 7964 2254,Controlled,Primary,Open,,info@tobermoreps.magherafelt.ni.sch.uk,
301-2234,Ampertaine Primary School ,94 KILREA ROAD,UPPERLANDS,,MAGHERA,LONDONDERRY,BT46 5SB,028 7964 3741,Controlled,Primary,Open,,info@ampertaineps.maghera.ni.sch.uk,
301-2237,Killowen Primary School ,55 SHUTTLE HILL,,,COLERAINE,LONDONDERRY,BT51 3BZ,028 7034 2483,Controlled,Primary,Open,,info@killowenps.coleraine.ni.sch.uk,
301-2250,Portstewart Primary School ,CENTRAL AVENUE,,,PORTSTEWART,LONDONDERRY,BT55 7BT,028 7083 2194,Controlled,Primary,Open,,info@portstewartps.portstewart.ni.sch.uk,
301-2264,Millburn Primary School ,ARTILLERY ROAD,,,COLERAINE,LONDONDERRY,BT52 2AQ,028 7034 2286,Controlled,Primary,Open,,info@millburnps.coleraine.ni.sch.uk,
301-2267,Magherafelt Primary School,32 Castledawson Road,,,MAGHERAFELT,LONDONDERRY,BT45 6PA,028 7963 2822,Controlled,Primary,Open,,info@magherafeltps.magherafelt.ni.sch.uk,
301-2269,Kilrea Primary School ,5 LISNAGROT ROAD,KILREA,,COLERAINE,LONDONDERRY,BT51 5SE,028 2954 0636,Controlled,Primary,Open,,info@kilreaps.coleraine.ni.sch.uk,
301-2284,D H Christie Memorial Primary School ,45 BALLYCAIRN ROAD,,,COLERAINE,LONDONDERRY,BT51 3HX,028 7034 3740,Controlled,Primary,Open,,info@dhchristiememorialps.coleraine.ni.sch.uk,
301-2288,Castleroe Primary School ,120 CASTLEROE ROAD,,,COLERAINE,LONDONDERRY,BT51 3RN,028 7035 2880,Controlled,Primary,Open,,info@castleroeps.coleraine.ni.sch.uk,
301-2290,Bellaghy Primary School ,79 WILLIAM STREET,BELLAGHY,,MAGHERAFELT,LONDONDERRY,BT45 8HZ,028 7938 6419,Controlled,Primary,Open,,info@bellaghyps.magherafelt.ni.sch.uk,
301-2291,Maghera Primary School ,15 STATION ROAD,,,MAGHERA,LONDONDERRY,BT46 5BS,028 7964 2130,Controlled,Primary,Open,,info@magheraps.maghera.ni.sch.uk,
301-3301,Carnmoney Primary School ,275 CARNMONEY ROAD,,,NEWTOWNABBEY,ANTRIM,BT36 6JS,028 9083 3619,Controlled,Primary,Open,,info@carnmoneyps.newtownabbey.ni.sch.uk,
301-3310,Broughshane Primary School ,46A HOUSTON PARK,BROUGHSHANE,,BALLYMENA,ANTRIM,BT42 4LB,028 2586 1423,Controlled,Primary,Open,,info@broughshaneps.ballymena.ni.sch.uk,
301-3315,Ballykeel Primary School ,22 CREBILLY ROAD,,,BALLYMENA,ANTRIM,BT42 4DN,028 2565 3902,Controlled,Primary,Open,,info@ballykeelps.ballymena.ni.sch.uk,
301-3322,Camphill Primary School ,65 CAROLHILL PARK,,,BALLYMENA,ANTRIM,BT42 2DG,028 2565 2940,Controlled,Primary,Open,,info@camphillps.ballymena.ni.sch.uk,
301-3323,Mossgrove Primary School ,29 SWANSTOWN ROAD GLENGORMLEY,,,NEWTOWNABBEY,ANTRIM,BT36 5DN,028 9084 4665,Controlled,Primary,Open,,info@mossgroveps.newtownabbey.ni.sch.uk,
301-3325,Leaney Primary School ,12 INTERMEDIATE ROAD,,,BALLYMONEY,ANTRIM,BT53 7AL,028 2766 2666,Controlled,Primary,Open,,info@leaneyps.ballymoney.ni.sch.uk,
301-3330,Victoria Primary School ,CORONATION ROAD,,,CARRICKFERGUS,ANTRIM,BT38 7EZ,028 9335 1781,Controlled,Primary,Open,,info@victoriaps.carrickfergus.ni.sch.uk,
301-3331,Ballycraigy Primary School ,22 BRACKEN AVENUE,MUCKAMORE,,ANTRIM,ANTRIM,BT41 1PU,028 9446 2450,Controlled,Primary,Open,,info@ballycraigyps.antrim.ni.sch.uk,
301-3332,Toreagh Primary School ,62 RALOO ROAD,,,LARNE,ANTRIM,BT40 3DU,028 2826 0617,Controlled,Primary,Open,,info@toreaghps.larne.ni.sch.uk,
301-3700,Macosquin Primary School ,34 DUNDERG ROAD,MACOSQUIN,,COLERAINE,LONDONDERRY,BT51 4ND,028 7034 4317,Controlled,Primary,Open,,info@macosquinps.coleraine.ni.sch.uk,
301-3703,Kilross Primary School ,19 DUNTIBRYAN ROAD,TOBERMORE,,MAGHERAFELT,LONDONDERRY,BT45 5QL,028 7962 8043,Controlled,Primary,Open,,info@kilrossps.magherafelt.ni.sch.uk,
301-3704,Castledawson Primary School ,72 MAIN STREET,CASTLEDAWSON,,MAGHERAFELT,LONDONDERRY,BT45 8AB,028 7946 8309,Controlled,Primary,Open,,info@castledawson.magherafelt.ni.sch.uk,
301-6005,Silverstream Primary School ,MOYARD GARDENS,GREENISLAND,,CARRICKFERGUS,ANTRIM,BT38 8XD,028 9086 5378,Controlled,Primary,Open,,info@silverstreamps.carrickfergus.ni.sch.uk,
301-6014,Templepatrick Primary School ,5 LYLEHILL ROAD,,,BALLYCLARE,ANTRIM,BT39 0AQ,028 9443 2486,Controlled,Primary,Open,,info@templepatrickps.ballyclare.ni.sch.uk,
301-6015,Mossley Primary School ,2 HAZELBURN ROAD,,,NEWTOWNABBEY,ANTRIM,BT36 5NA,028 9083 3019,Controlled,Primary,Open,,info@mossleyps.newtownabbey.ni.sch.uk,
301-6037,Greystone Primary School ,56 GREYSTONE ROAD,,,ANTRIM,ANTRIM,BT41 1JW,028 9446 2545,Controlled,Primary,Open,,info@greystoneps.antrim.ni.sch.uk,
301-6038,Hollybank Primary School ,DEVENISH DRIVE,MONKSTOWN,,NEWTOWNABBEY,ANTRIM,BT37 0HF,028 9086 4944,Controlled,Primary,Open,,info@hollybankps.newtownabbey.ni.sch.uk,
301-6040,Armoy Primary School ,2 GRACEHILL ROAD,ARMOY,,BALLYMONEY,ANTRIM,BT53 8TD,028 2075 1354,Controlled,Primary,Open,,info@armoyps.ballymoney.ni.sch.uk,
301-6052,Harpur's Hill Primary School,BALLYCASTLE ROAD,,,COLERAINE,LONDONDERRY,BT52 2ER,028 7034 4597,Controlled,Primary,Open,,info@harpurshillps.coleraine.ni.sch.uk,
301-6055,Gorran Primary School ,2 GORRAN ROAD,BLACKHILL,,COLERAINE,LONDONDERRY,BT51 4HA,028 7086 8571,Controlled,Primary,Open,,info@gorranps.coleraine.ni.sch.uk,
301-6058,Parkhall Primary School ,SEACASH WALK,,,ANTRIM,ANTRIM,BT41 1AZ,028 9446 2983,Controlled,Primary,Open,,info@parkhallps.antrim.ni.sch.uk,
301-6063,Dunclug Primary School ,DOURY ROAD,,,BALLYMENA,ANTRIM,BT43 6SU,028 2565 2327,Controlled,Primary,Open,,info@dunclugps.ballymena.ni.sch.uk,
301-6119,Garvagh Primary School ,1 COLERAINE ROAD,GARVAGH,,COLERAINE,LONDONDERRY,BT51 5HP,028 2955 8540,Controlled,Primary,Open,,info@garvaghps.garvagh.ni.sch.uk,
301-6125,Rasharkin Primary School ,BAMFORD PARK,RASHARKIN,,BALLYMENA,ANTRIM,BT44 8RX,028 2957 1383,Controlled,Primary,Open,,info@rasharkinps.rasharkin.ni.sch.uk,
301-6129,Carniny Primary School ,61 OLD CULLYBACKEY ROAD,,,BALLYMENA,ANTRIM,BT43 5JR,028 2564 3814,Controlled,Primary,Open,,info@carninyps.ballymena.ni.sch.uk,
301-6170,Ballyhenry Primary School ,BALLYHENRY AVENUE,GLENGORMLEY,,NEWTOWNABBEY,ANTRIM,BT36 5AZ,028 9084 1316,Controlled,Primary,Open,,info@ballyhenryps.newtownabbey.ni.sch.uk,
301-6225,Woodlawn Primary School ,2 WOODBURN AVENUE,,,CARRICKFERGUS,ANTRIM,BT38 8EZ,028 9335 1923,Controlled,Primary,Open,,info@woodlawnps.carrickfergus.ni.sch.uk,
301-6244,Ashgrove Primary School ,ASHGROVE ROAD,,,NEWTOWNABBEY,ANTRIM,BT36 6LJ,028 9084 8734,Controlled,Primary,Open,,info@ashgroveps.newtownabbey.ni.sch.uk,
301-6249,Earlview Primary School ,2 MANSE DRIVE,NEW MOSSLEY,,NEWTOWNABBEY,ANTRIM,BT36 5US,028 9034 2203,Controlled,Primary,Open,,info@earlviewps.newtownabbey.ni.sch.uk,
301-6252,Ballysally Primary School ,DANE'S HILL ROAD,,,COLERAINE,LONDONDERRY,BT52 2QU,028 7035 2962,Controlled,Primary,Open,,info@ballysallyps.coleraine.ni.sch.uk,
301-6257,Oakfield Primary School ,OAKFIELD DRIVE,NORTH ROAD,,CARRICKFERGUS,ANTRIM,BT38 7SP,028 9335 1352,Controlled,Primary,Open,,info@oakfieldps.carrickfergus.ni.sch.uk,
301-6260,Cloughmills Primary School ,MAIN STREET,CLOUGHMILLS,,BALLYMENA,ANTRIM,BT44 9LF,028 2763 8498,Controlled,Primary,Open,,info@cloughmillsps.cloughmills.ni.sch.uk,
301-6264,Irish Society's Primary School ,3 RUGBY AVENUE,MOUNTSANDEL,,COLERAINE,LONDONDERRY,BT52 1JL,028 7034 3444,Controlled,Primary,Open,,info@irishsocietyps.coleraine.ni.sch.uk,
301-6269,Cairncastle Primary School ,12 CAIRNCASTLE ROAD,BALLYGALLY,,LARNE,ANTRIM,BT40 2RB,028 2858 3530,Controlled,Primary,Open,,info@cairncastleps.larne.ni.sch.uk,
301-6283,Knockloughrim Primary School ,337 HILLHEAD ROAD,KNOCKLOUGHRIM,,MAGHERAFELT,LONDONDERRY,BT45 8QT,028 7964 3407,Controlled,Primary,Open,,info@knockloughrimps.magherafelt.ni.sch.uk,
301-6414,Fairview Primary School ,25 HILLMOUNT AVENUE,RASHEE ROAD,,BALLYCLARE,ANTRIM,BT39 9HS,028 9335 2094,Controlled,Primary,Open,,info@fairviewps.ballyclare.ni.sch.uk,
301-6440,Portglenone Primary School ,10 CULLYBACKEY ROAD,PORTGLENONE,,BALLYMENA,ANTRIM,BT44 8AF,028 2582 2046,Controlled,Primary,Open,,info@portglenoneps.ballymena.ni.sch.uk,
301-6444,Hazelbank Primary School ,20 HAZELBANK ROAD,AUGHAFATTEN,,BALLYMENA,ANTRIM,BT42 4LP,028 2568 4402,Controlled,Primary,Open,,info@hazelbankps.ballymena.ni.sch.uk,
301-6447,Balnamore Primary School ,80 BALNAMORE ROAD,,,BALLYMONEY,ANTRIM,BT53 7PT,028 2766 4564,Controlled,Primary,Open,,info@balnamoreps.ballymoney.ni.sch.uk,
301-6594,Bushvalley Primary School ,175 BALLINLEA ROAD,STRANOCUM,,BALLYMONEY,ANTRIM,BT53 8PR,028 2074 1888,Controlled,Primary,Open,,info@bushvalleyps.ballymoney.ni.sch.uk,
301-6705,Islandmagee Primary School,163 BROWNS BAY ROAD,,,LARNE,ANTRIM,BT40 3TQ,02893 382493,Controlled,Primary,Open,,info@islandmageeps.islandmagee.ni.sch.uk,
303-0434,Creggan Primary School ,118 STAFFORDSTOWN ROAD,RANDALSTOWN,,ANTRIM,ANTRIM,BT41 3LH,028 9447 2399,Roman Catholic Maintained,Primary,Open,,info@cregganps.randalstown.ni.sch.uk,
303-0438,Millquarter Primary School ,139 CROSSKEYS ROAD,TOOMEBRIDGE,,ANTRIM,ANTRIM,BT41 3PY,028 7965 0130,Roman Catholic Maintained,Primary,Open,,info@millquarterps.antrim.ni.sch.uk,
303-0547,St Patrick's Primary School ,109 CAUSEWAY STREET,,,PORTRUSH,ANTRIM,BT56 8JE,028 7082 3578,Roman Catholic Maintained,Primary,Open,,info@stpatricksps.portrush.ni.sch.uk,
303-0588,St Mary's Primary School ,CHURCHQUARTER; RATHLIN ISLAND,,,BALLYCASTLE,ANTRIM,BT54 6RT,028 2076 3973,Roman Catholic Maintained,Primary,Open,,info@stmarysps.ballycastle.ni.sch.uk,
303-0621,St Mary's Primary School ,16 BALLYMENA ROAD,PORTGLENONE,,BALLYMENA,ANTRIM,BT44 8BL,028 2582 1426,Roman Catholic Maintained,Primary,Open,,info@stmarysps.portglenone.ni.sch.uk,
303-0688,Mount St Michael's Primary School ,3 CRAIGSTOWN ROAD,RANDALSTOWN,,ANTRIM,ANTRIM,BT41 2AF,028 9447 2666,Roman Catholic Maintained,Primary,Open,,info@mountstmichaelsps.randalstown.ni.sch.uk,
303-0708,Glenann Primary School ,8 GLENANN ROAD,CUSHENDALL,,BALLYMENA,ANTRIM,BT44 0TG,028 2177 1825,Roman Catholic Maintained,Primary,Open,,info@glenannps.cushendall.ni.sch.uk,
303-0719,St Olcan's Primary School ,202 GLENSHESK ROAD,ARMOY,,BALLYMONEY,ANTRIM,BT53 8RJ,028 2075 1518,Roman Catholic Maintained,Primary,Open,,info@stolcansps.armoy.ni.sch.uk,
303-0800,Barnish Primary School ,100 CUSHENDALL ROAD,,,BALLYCASTLE,ANTRIM,BT54 6QY,028 2076 2495,Roman Catholic Maintained,Primary,Open,,info@barnishps.ballycastle.ni.sch.uk,
303-0815,Moneynick Primary School ,104 MONEYNICK ROAD,RANDALSTOWN,,ANTRIM,ANTRIM,BT41 3HS,028 7965 0331,Roman Catholic Maintained,Primary,Open,,info@moneynickps.randalstown.ni.sch.uk,
303-0832,St Comgall's Primary School ,1 BALLYMENA ROAD,,,ANTRIM,ANTRIM,BT41 4JG,028 9442 8837,Roman Catholic Maintained,Primary,Open,,info@stcomgallsps.antrim.ni.sch.uk,
303-0890,St Brigid's Primary School ,6 LOUGHILL ROAD,CLOUGHMILLS,,BALLYMENA,ANTRIM,BT44 9LT,028 2763 8318,Roman Catholic Maintained,Primary,Open,,info@stbrigidsps.ballymena.ni.sch.uk,
303-0894,St Mary's Primary School ,MIDDLEPARK ROAD;GORTACLEA,CUSHENDALL,,BALLYMENA,ANTRIM,BT44 0SQ,028 2177 1693,Roman Catholic Maintained,Primary,Open,,info@stmarysps.cushendall.ni.sch.uk,
303-0898,St Anne's Primary School ,3 RESERVOIR ROAD,CORKEY,,BALLYMENA,ANTRIM,BT44 9JE,028 2764 1429,Roman Catholic Maintained,Primary,Open,,info@stannesps.ballymena.ni.sch.uk,
303-0899,Seaview Primary School ,11 NEW ROAD,GLENARM,,BALLYMENA,ANTRIM,BT44 0AA,028 2884 1372,Roman Catholic Maintained,Primary,Open,,info@seaviewps.glenarm.ni.sch.uk,
303-0900,St Anthony's Primary School ,43 FAIRWAY,,,LARNE,ANTRIM,BT40 2BG,028 2826 0444,Roman Catholic Maintained,Primary,Open,,info@stanthonysps.larne.ni.sch.uk,
303-2018,St Brigid's Primary School Tirkane,130 TIRKANE ROAD,,,MAGHERA,LONDONDERRY,BT46 5NH,028 7964 3346,Roman Catholic Maintained,Primary,Open,,info@stbrigidsps.maghera.ni.sch.uk,
303-2104,Ballyhackett Primary School ,50 ALTIKEERAGH ROAD,CASTLEROCK,,COLERAINE,LONDONDERRY,BT51 4SR,028 7084 8476,Roman Catholic Maintained,Primary,Open,,info@ballyhackettps.castlerock.ni.sch.uk,
303-2109,New Row Primary School ,43 NEW ROW,CASTLEDAWSON,,MAGHERAFELT,LONDONDERRY,BT45 8AP,028 7946 8426,Roman Catholic Maintained,Primary,Open,,info@newrowps.castledawson.ni.sch.uk,
303-2185,St Trea's Primary School ,225 SHORE ROAD,BALLYRONAN,,MAGHERAFELT,LONDONDERRY,BT45 6LL,028 7941 8393,Roman Catholic Maintained,Primary,Open,,info@sttreasps.magherafelt.ni.sch.uk,
303-2197,Knocknagin Primary School ,45 TOBERMORE ROAD,DESERTMARTIN,,MAGHERAFELT,LONDONDERRY,BT45 5LE,028 7963 1794,Roman Catholic Maintained,Primary,Open,,info@knocknaginps.desertmartin.ni.sch.uk,
303-2202,St Columba's Primary School ,79 BOLERAN ROAD,GARVAGH,,COLERAINE,LONDONDERRY,BT51 5EQ,028 2955 8716,Roman Catholic Maintained,Primary,Open,,info@stcolumbasps.garvagh.ni.sch.uk,
303-2205,St Columb's Primary School (Cullion),70 INISCARN ROAD,DESERTMARTIN,,MAGHERAFELT,LONDONDERRY,BT45 5NQ,028 7963 1382,Roman Catholic Maintained,Primary,Open,,info@stcolumbsps.magherafelt.ni.sch.uk,
303-2218,Crossroads Primary School ,157 DRUMAGARNER ROAD,KILREA,,COLERAINE,LONDONDERRY,BT51 5TW,028 2954 0047,Roman Catholic Maintained,Primary,Open,,info@crossroadsps.kilrea.ni.sch.uk,
303-2231,St Colum's Primary School ,24 LEVER ROAD,,,PORTSTEWART,LONDONDERRY,BT55 7EF,028 7083 3010,Roman Catholic Maintained,Primary,Open,,info@stcolumsps.portstewart.ni.sch.uk,
303-2246,St John Bosco Primary School Ballynease,5 CULBANE ROAD,PORTGLENONE,,BALLYMENA,ANTRIM,BT44 8NZ,028 2582 1868,Roman Catholic Maintained,Primary,Open,,info@stjohnboscops.ballymena.ni.sch.uk,
303-2257,Anahorish Primary School ,120 DEERPARK ROAD,TOOMEBRIDGE,,ANTRIM,ANTRIM,BT41 3SS,028 7965 0825,Roman Catholic Maintained,Primary,Open,,info@anahorishps.antrim.ni.sch.uk,
303-2268,St Columba's Primary School ,84 SIXTOWNS ROAD,DRAPERSTOWN,,MAGHERAFELT,LONDONDERRY,BT45 7BB,028 7962 8685,Roman Catholic Maintained,Primary,Open,,info@stcolumbasps.magherafelt.ni.sch.uk,
303-2271,St Eoghan's Primary School ,51 MONEYNEANY ROAD,DRAPERSTOWN,,MAGHERAFELT,LONDONDERRY,BT45 7DZ,028 7962 8008,Roman Catholic Maintained,Primary,Open,,info@steoghansps.magherafelt.ni.sch.uk,
303-2273,St Mary's Primary School ,24 MAGHERAFELT ROAD,DRAPERSTOWN,,MAGHERAFELT,LONDONDERRY,BT45 7AF,028 7962 8588,Roman Catholic Maintained,Primary,Open,,info@stmarysps.draperstown.ni.sch.uk,
303-2274,St John's Primary School ,30 MONEYSHARVIN ROAD,SWATRAGH,,MAGHERA,LONDONDERRY,BT46 5PY,028 7940 1623,Roman Catholic Maintained,Primary,Open,,info@stjohnsps.swatragh.ni.sch.uk,
303-2275,St Mary's Primary School; Greenlough,220 MAYOGALL ROAD,CLADY; PORTGLENONE,,BALLYMENA,ANTRIM,BT44 8NN,028 2582 1066,Roman Catholic Maintained,Primary,Open,,info@stmarysps.greenlough.ni.sch.uk,
303-2281,St Mary's Primary School ,25 MULLAGHBOY ROAD,BELLAGHY,,MAGHERAFELT,LONDONDERRY,BT45 8HX,028 7938 6360,Roman Catholic Maintained,Primary,Open,,info@stmarysps.bellaghy.ni.sch.uk ,
303-2285,St Patrick's & St Joseph's Primary School ,5 CHURCHTOWN ROAD,GARVAGH,,COLERAINE,LONDONDERRY,BT51 5BA,028 29558039,Roman Catholic Maintained,Primary,Open,,info@stpandstjps.garvagh.ni.sch.uk,
303-2297,St Malachy's Primary School ,BERESFORD AVENUE,,,COLERAINE,LONDONDERRY,BT52 1HJ,028 7034 3780,Roman Catholic Maintained,Primary,Open,,info@stmalachysps.coleraine.ni.sch.uk,
303-3303,St Oliver Plunkett's Primary School ,MAIN STREET,TOOMEBRIDGE,,ANTRIM,ANTRIM,BT41 3NJ,028 7965 0392,Roman Catholic Maintained,Primary,Open,,info@stoliverplunkett.toomebridge.ni.sch.uk,
303-3313,St Bernard's Primary School ,112A ELMFIELD ROAD,,,NEWTOWNABBEY,ANTRIM,BT36 6DW,028 9084 4634,Roman Catholic Maintained,Primary,Open,,info@stbernardsps.newtownabbey.ni.sch.uk,
303-3317,St John's Primary School ,49 BAY ROAD,CARNLOUGH,,BALLYMENA,ANTRIM,BT44 0HJ,028 2888 5646,Roman Catholic Maintained,Primary,Open,,info@stjohnsps.carnlough.ni.sch.uk,
303-3320,St Patrick's Primary School ,8 GORTAHAR ROAD,RASHARKIN,,BALLYMENA,ANTRIM,BT44 8SB,028 2957 1356,Roman Catholic Maintained,Primary,Open,,info@stpatricksps.ballymena.ni.sch.uk,
303-3326,St Brigid's Primary School ,CASTLE STREET,,,BALLYMONEY,ANTRIM,BT53 6JX,028 2766 2664,Roman Catholic Maintained,Primary,Open,,info@stbrigidsps.ballymoney.ni.sch.uk,
303-3709,St John's Primary School ,HAZELBANK ROAD,,,COLERAINE,LONDONDERRY,BT51 3DX,028 7034 4437,Roman Catholic Maintained,Primary,Open,,info@stjohnsps.coleraine.ni.sch.uk,
303-6026,St Joseph's Primary School ,15 GLENAVY ROAD,,,CRUMLIN,ANTRIM,BT29 4LA,028 9442 2345,Roman Catholic Maintained,Primary,Open,,info@stjosephsps.crumlin.ni.sch.uk,
303-6039,St Mary's Primary School (Glenview),47 GLEN ROAD,,,MAGHERA,LONDONDERRY,BT46 5AP,028 7964 2712,Roman Catholic Maintained,Primary,Open,,info@stmarysps.maghera.ni.sch.uk,
303-6046,St Mary's-on-the-Hill Primary School ,142 CARNMONEY ROAD,,,NEWTOWNABBEY,ANTRIM,BT36 6JU,028 9083 6284,Roman Catholic Maintained,Primary,Open,,info@stmarys.newtownabbey.ni.sch.uk,
303-6050,St Joseph's Primary School ,54 GREYSTONE ROAD,STILES,,ANTRIM,ANTRIM,BT41 1JZ,028 9446 2076,Roman Catholic Maintained,Primary,Open,,info@stjosephsps.antrim.ni.sch.uk,
303-6100,St James's Primary School and Nursery; Newtownabbey,17 KING'S WALK,FERNAGH ROAD,,NEWTOWNABBEY,ANTRIM,BT37 0AS,028 9086 6201,Roman Catholic Maintained,Primary,Open,,info@stjamesps.newtownabbey.ni.sch.uk,
303-6103,St Brigid's Primary School ,52 MAYOGALL ROAD,KNOCKLOUGHRIM,,MAGHERAFELT,LONDONDERRY,BT45 8PG,028 7964 2014,Roman Catholic Maintained,Primary,Open,,info@stbrigidsps.magherafelt.ni.sch.uk,
303-6131,St Patrick's Primary School ,244 GARRON ROAD,WATERFOOT; GLENARIFFE,,BALLYMENA,ANTRIM,BT44 0RB,028 2177 1619,Roman Catholic Maintained,Primary,Open,,info@stpatricks.glenariff.ni.sch.uk,
303-6139,St Macnissi's Primary School ,12A CHRISTINE ROAD; OFF MANSE ROAD,,,NEWTOWNABBEY,ANTRIM,BT36 6UE,028 9034 2166,Roman Catholic Maintained,Primary,Open,,info@stmacnissisps.newtownabbey.ni.sch.uk,
303-6147,St Columba's Primary School ,3 AGIVEY ROAD,KILREA,,COLERAINE,LONDONDERRY,BT51 5UT,028 2954 0273,Roman Catholic Maintained,Primary,Open,,info@stcolumbasps.coleraine.ni.sch.uk,
303-6154,St Patrick's Primary School ,SHELTON ROAD,LOUGHGUILE,,BALLYMENA,ANTRIM,BT44 9JR,028 2764 1291,Roman Catholic Maintained,Primary,Open,,info@stpatricksps.loughguile.ni.sch.uk,
303-6243,St Joseph's Primary School ,40 BRIDGE ROAD,DUNLOY,,BALLYMENA,ANTRIM,BT44 9EF,028 2765 7270,Roman Catholic Maintained,Primary,Open,,info@stjosephsps.dunloy.ni.sch.uk,
303-6268,St Ciaran's Primary School ,132 LAYDE ROAD,CUSHENDUN,,BALLYMENA,ANTRIM,BT44 0NJ,028 2176 1304,Roman Catholic Maintained,Primary,Open,,info@stciaransps.Cushendun.ni.sch.uk,
303-6292,St Patrick's Primary School (Glen),161 GLEN ROAD,,,MAGHERA,LONDONDERRY,BT46 5JN,028 7964 3267,Roman Catholic Maintained,Primary,Open,,info@glenps.maghera.ni.sch.uk,
303-6559,St Patrick's & St Brigid's Primary School ,19 MOYLE ROAD,,,BALLYCASTLE,ANTRIM,BT54 6AN,028 2076 2765,Roman Catholic Maintained,Primary,Open,,info@stpandstbps.ballycastle.ni.sch.uk,
303-6562,Holy Family Primary School ,1A CASTLEDAWSON ROAD,,,MAGHERAFELT,LONDONDERRY,BT45 6AX,028 7963 2153,Roman Catholic Maintained,Primary,Open,,info@holyfamilyps.magherafelt.ni.sch.uk,
303-6563,St Nicholas' Primary School ,MINORCA PLACE,,,CARRICKFERGUS,ANTRIM,BT38 8AU,028 9335 1149,Roman Catholic Maintained,Primary,Open,,info@stnicholasps.carrickfergus.ni.sch.uk,
303-6575,St Macnissi's Primary School ,23/25 AGNEW ST,,,LARNE,ANTRIM,BT40 1RF,028 2827 3571,Roman Catholic Maintained,Primary,Open,,info@stmacnissisps.larne.ni.sch.uk,
303-6666,St Colmcille's Primary School ,Cullybackey Road,,,BALLYMENA,ANTRIM,BT43 5DG,028 2563 9970,Roman Catholic Maintained,Primary,Open,,info@stcolmcillesps.ballymena.ni.sch.uk,
303-6679,St Brigid's Primary School,Broughshane Road,,,BALLYMENA,ANTRIM,BT43 7DZ,028 2563 3450,Roman Catholic Maintained,Primary,Open,,info@stbrigidsprimaryschool.ballymena.ni.sch.uk,
303-6683,St Paul's Primary School,32 Ballynafie Road,Ahoghill,,BALLYMENA,ANTRIM,BT42 1LF,2587 1613,Roman Catholic Maintained,Primary,Open,,info@stpaulsps.ahoghill.ni.sch.uk,
303-6704,Mary Queen of Peace Primary School,2 Lisnamanny Road,Martinstown,,BALLYMENA,ANTRIM,BT43 6QH,028 2175 8358,Roman Catholic Maintained,Primary,Open,,info@MQPPS.glenravel.ni.sch.uk,
304-2162,Desertmartin Primary School ,20 DROMORE ROAD,DESERTMARTIN,,MAGHERAFELT,LONDONDERRY,BT45 5JZ,028 7963 4131,Other Maintained,Primary,Open,,info@desertmartinps.desertmartin.ni.sch.uk,
304-6653,Gaelscoil an Chaistil,5 BOTHAR AN HAITHE,,,BALLYCASTLE,ANTRIM,BT54 6QQ,028 2076 8883,Other Maintained,Primary,Open,,info@bunscoilanchaistil.baileanchaistil.ni.sch.uk,
304-6678,Gaelscoil na Speiríní,82 Sixtowns Road,Straw,Ballinascreen,MAGHERAFELT,LONDONDERRY,BT45 7BB,028 7962 8445,Other Maintained,Primary,Open,,info@gsnaspeirini.magherafelt.ni.sch.uk,
